id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan
642,آگی بند بست,0,,29,126,557,525
643,آل,0,,11,383,646,1881
644,آل دره,0,,15,237,334,2196
645,آل دورمحمودآباد,0,,16,233,329,1411
646,آل طیب,0,,13,93,832,1084
647,ْآل کبود,0,,20,96,668,853
648,آل مران,0,,2,238,1054,2171
649,آل یوسفی سفلی,0,,7,179,343,1321
650,آل یوسفی علیا,0,,7,179,343,1321
651,آلایی,0,,29,126,557,1464
652,آلاچیق,0,,21,207,624,1384
653,آلاسر,0,,25,302,580,1230
654,آلاسقل,0,,2,118,136,1340
655,آلالان قدیم,0,,25,281,30,122
656,آلاله گوراب,0,,25,302,580,2225
657,آلان,0,,25,206,585,974
658,آلبلاغ,0,,2,391,610,2330
659,آلبوبندر,0,,13,258,837,413
660,آلبوثنوان,0,,13,48,829,188
661,آلبوجنام,0,,13,258,236,2442
662,آلبوحافظ,0,,13,178,83,360
663,آلبوحردان سفلی,0,,13,83,831,624
664,آلبوحردان علیا,0,,13,83,831,624
665,آلبوحصار,0,,13,258,837,819
666,آلبوحمید,1,3909,13,1,28,2432
667,آلبوسویط,0,,13,432,849,2580
668,آلبوشهباز,0,,13,258,837,819
669,آلبوصیاد,0,,13,178,835,175
670,آلبوعبادی/فرخزاد,0,,13,1,827,429
671,آلبوعبید,0,,13,258,837,819
672,آلبوعفری,0,,13,178,835,886
673,آلبوعفری جنوبی,0,,13,178,835,881
674,آلبوعیدیک نبی,0,,13,146,851,1922
675,آلبوغربه,0,,13,432,1050,407
676,آلبوگولک,0,,13,258,837,14
677,آلبومروح شمکلی,0,,13,146,851,1922
678,آلبونعیم,0,,13,258,837,819
679,آلبونیسی,0,,13,48,829,188
680,آلتون سفلی,0,,20,242,669,1364
681,آلتون علیا,0,,20,242,669,1364
682,آلتین کش,1,6653,18,312,409,956
683,آلکام,0,,25,206,124,1146
684,آلمالو,0,,2,166,447,1271
685,آلمان,0,,25,204,577,529
686,آلمان,0,,25,204,230,2490
687,آلمان,0,,2,238,608,58
688,آلمان آباد,0,,2,26,604,374
689,آلمان لنگه,0,,25,368,39,163
690,آلمانه,0,,20,240,675,2012
691,آلواتان,0,,2,238,1054,2171
692,آلوبن,0,,25,210,271,380
693,آلوت,0,,20,61,1039,408
694,آلوچلوی سفلی,0,,2,118,136,89
695,آلوچلوی علیا,0,,2,118,136,89
696,آلوسان,0,,2,26,406,331
697,آلوسجرد,1,3404,28,227,784,2489
698,آلوفن,0,,24,350,756,1239
699,آلوینه گر,0,,22,124,307,1297
700,آلی,0,,2,398,64,20
701,آلی بالتا,0,,2,261,614,2577
702,آلی سلطان(شندی),0,,16,148,1046,565
703,آلی مکان,0,,20,61,1039,408
704,آلی همدان,0,,20,380,339,2138
705,آلیار,0,,20,242,316,2132
706,آلیجان,0,,20,249,670,1371
707,آلیجان,0,,20,192,673,786
708,آلیربالا,0,,26,153,117,750
709,آمادگاه آبیک,0,,18,4,752,1314
710,آمادگاه امام حسین,0,,2,26,604,1240
711,آمادگاه شهید جعفرپور,0,,2,26,604,374
712,آمادگاه شهید حسن دلیری,0,,8,200,510,2067
713,آمادگاه شهیدمحمدمنتظری,0,,4,270,893,2346
714,آمادگاه مهماتی ولایت زنجان,0,,14,221,942,1298
715,آمار,0,,7,120,697,236
716,آمره,0,,28,334,788,2518
717,آموزش فنی و حرفه ای جهرم,0,,17,133,857,648
718,آموزشکده شبانه روزی فنی و حرفه ای شهید پاکدل,0,,12,371,770,874
719,آموزشکده کشاورزی سمنگان,0,,12,371,770,874
720,آموزشکده کشاورزی میاندوآب,0,,2,398,611,2285
721,آموزشگاه راهنمایی و رانندگی مهارت,0,,13,177,337,2262
722,آمید,0,,2,391,234,2348
723,آنتن مخابرات,0,,15,6,948,2586
724,آنتن مخابرات,0,,31,396,713,418
725,آنه حاجی,0,,24,115,360,1808
726,آوا,0,,25,281,575,2051
727,آواره,0,,26,341,931,2135
728,آواره های بلوان,0,,22,171,825,888
729,آودی,0,,2,26,364,560
730,آورزمان,1,3361,30,385,321,65
731,آوک,0,,17,133,857,2053
732,آونگان,1,7116,20,311,342,2588
733,آوه زا,0,,6,52,198,111
734,آویک,0,,2,26,364,560
735,آهک آزادی (حاجی بحری),0,,31,396,713,969
736,آهک پزی جعفری,0,,31,16,716,601
737,آهکلان,0,,25,369,587,836
738,آهن فروشی حسین نژاد,0,,2,370,609,1846
739,آهندان,0,,25,364,582,67
740,آهنگر محله,0,,25,281,30,897
741,آهنگر محله,0,,25,206,585,974
742,آهنگران,0,,28,292,790,1743
743,آهنگران,0,,13,93,139,562
744,آهنگران,0,,20,324,674,1531
745,آهنگران,0,,6,65,1064,2567
746,آهنگران پایین,0,,26,181,461,241
747,آهنگران‌بالا,0,,26,181,461,241
748,آهنگری,0,,13,381,530,575
749,آهنگری,0,,13,347,846,2074
750,آهنگری,0,,16,231,662,2127
751,آهنگری زیر,0,,13,177,393,1587
752,آهو,1,1942,28,11,780,2106
753,آهو,0,,15,392,392,705
754,آهوآب,0,,16,217,661,732
755,آهوتپه,0,,30,29,920,775
756,آیچی,0,,20,242,669,578
757,آیدیشه,0,,2,398,64,271
758,آیزلو,0,,2,138,617,709
759,آینه ور,0,,25,204,352,139
760,آییله,0,,26,69,927,2563
761,آیین,0,,18,312,278,2323
762,آیینه وند عبداله,0,,22,235,816,646
763,ا کین  ا با د,0,,1,71,802,2373
764,ا ما میه,0,,1,71,145,1670
765,ا وچ  بلاغ,0,,1,386,807,2092
766,ا یستگا ه  فرستنده تلویزیون,0,,1,71,802,1535
767,ایینه ورزان,1,3678,8,184,732,74
768,اب اسپیدگوزنان,0,,23,89,554,2223
769,اب اسک,0,,27,14,546,305
770,اب اسمانی,0,,17,299,861,667
771,اب اشامیدنی جوشان,0,,21,328,524,677
772,اب اشک,0,,17,39,856,1584
773,اب الوان,0,,23,95,106,1363
774,اب انار,0,,17,170,171,1840
775,اب انار,0,,17,379,361,945
776,اب انار,0,,17,388,254,2305
777,اب انار,0,,16,231,662,2127
778,اب انار,1,7136,6,3,479,1
779,اب انبار,0,,16,301,467,1911
780,اب انبار,0,,31,434,714,1764
781,اب انبار,0,,31,401,715,1578
782,اب انبار,0,,31,35,231,1915
783,اب انبار,0,,31,35,231,1915
784,اب انبار,0,,31,35,231,1915
785,اب انبار,0,,31,35,231,1915
786,اب انبار,0,,18,312,508,254
787,اب انبار بنیادمسکن,0,,31,22,223,1182
788,اب انبار حوض نه,0,,31,22,223,1182
789,اب انبار2,0,,21,199,631,1172
790,اب انبارابوطالب,0,,31,35,231,1915
791,اب انباراسماعیل,0,,31,22,710,2275
792,اب انباراصیلون,0,,31,35,231,1915
793,اب انباربالا,0,,31,401,86,368
794,اب انباربزرگی,0,,31,35,231,1915
795,اب انبارتنگ,0,,31,396,713,969
796,اب انبارتنگ حنا,0,,31,396,713,418
797,اب انبارته برا,0,,31,35,231,1915
798,اب انبارجعفر,0,,31,22,710,2275
799,اب انبارجلال رنجغانی,0,,31,22,223,1284
800,اب انبارجنگلبانی,0,,31,22,223,1284
801,اب انبارجنگلبانی,0,,31,90,986,652
802,اب انبارجهاد,0,,31,22,223,1284
803,اب انبارجهاد,0,,31,35,231,1915
804,اب انبارجهاد,0,,31,35,231,1915
805,اب انبارجهاد,0,,31,90,986,652
806,اب انبارجهادعشایری,0,,17,388,563,2421
807,اب انبارچقاسفید,0,,31,22,223,1284
808,اب انبارحاج احمد,0,,31,22,223,1284
809,اب انبارحاج عبدالوهاب,0,,31,22,223,1284
810,اب انبارحاجی ابراهیم,0,,17,388,563,2421
811,اب انبارحاجی حسین,0,,31,22,416,1685
812,اب انبارحاجی حسین,0,,31,35,231,1915
813,اب انبارحاجی میرجم,0,,31,22,416,2437
814,اب انبارحوض بلند,0,,31,22,223,1182
815,اب انبارحوض سفید,0,,31,22,710,2275
816,اب انبارخانه سفید,0,,31,35,231,1915
817,اب انباردق / دو انباری,0,,31,22,710,2275
818,اب انباردم کفتار,0,,31,22,710,2275
819,اب انبارربیع,0,,31,22,223,1182
820,اب انباررجو,0,,31,401,1032,2454
821,اب انباررمضان شورکی,0,,31,22,710,2275
822,اب انبارسرچلوک,0,,11,63,971,319
823,اب انبارسورک,0,,31,22,223,1182
824,اب انبارسیدعلی اقا,0,,31,90,986,652
825,اب انبارسیدمهدی,0,,31,22,416,1685
826,اب انبارشرب العین,0,,31,35,231,1915
827,اب انبارشماره 1,0,,21,199,631,1172
828,اب انبارشماره 2,0,,21,199,631,1172
829,اب انبارشماره 5,0,,10,280,266,2062
830,اب انبارشماره 7,0,,10,280,266,2062
831,اب انبارشماره 8,0,,10,280,266,2062
832,اب انبارشماره 9,0,,10,280,266,2062
833,اب انبارصالحی,0,,31,22,416,2437
834,اب انبارعالی,0,,31,22,710,2275
835,اب انبارعریان,0,,31,401,86,368
836,اب انبارعلی وش,0,,31,35,231,1915
837,اب انبارعمرشیخ,0,,31,22,710,2275
838,اب انبارفرسخ,0,,31,396,713,969
839,اب انبارفرهاد,0,,31,22,710,2275
840,اب انبارکارگر,0,,31,22,223,1182
841,اب انبارکربلایی محمد,0,,10,416,388,1676
842,اب انبارکم رود,0,,31,35,231,1915
843,اب انبارگله,0,,31,22,710,2275
844,اب انبارمالداری,0,,10,416,775,2424
845,اب انبارمحمد,0,,31,35,231,1915
846,اب انبارمحمدحسین,0,,10,416,388,1676
847,اب انبارمحمدخان,0,,31,22,416,1685
848,اب انبارمرتع دراستان,0,,31,396,713,418
849,اب انبارمعدن سولاخو,0,,31,22,710,2275
850,اب انبارمعدن گچ,0,,31,22,416,1685
851,اب انبارنفتو,0,,31,60,711,2265
852,اب انبارهارون,0,,31,35,231,1915
853,اب انبارهفت هر,0,,31,401,1032,2454
854,اب انجیر,0,,17,133,857,2053
855,اب انجیر,0,,17,170,273,2046
856,اب انجیر,0,,17,388,563,2261
857,اب انجیر,0,,17,388,563,2421
858,اب انجیر,0,,21,134,319,1071
859,اب انجیردلیک,0,,23,343,182,1665
860,اب انجیرسفلی,0,,17,203,353,509
861,اب انجیرسفلی,0,,23,348,693,2234
862,اب انجیرعلیا,0,,17,203,353,509
863,اب انجیرعلیا,0,,23,348,693,2234
864,اب انجیرو,0,,21,199,631,1172
865,اب باد,0,,17,361,55,448
866,اب باد,1,6998,17,379,464,927
867,اب باد,0,,17,363,868,1506
868,اب باد,0,,21,59,221,1063
869,اب باد,0,,21,134,153,2304
870,اب باد,0,,21,218,1070,1500
871,اب باد,0,,21,269,627,126
872,اب باد,0,,21,289,213,1313
873,اب باد1,0,,21,269,627,2429
874,اب باد2,0,,21,269,627,2429
875,اب بادام,0,,17,170,171,1840
876,اب بادامو,0,,17,304,862,621
877,اب باران,0,,13,93,139,563
878,اب باریک,0,,22,235,816,878
879,اب باریک,0,,22,337,819,1751
880,اب باریک,0,,17,170,858,485
881,اب باریک,0,,17,361,94,395
882,اب باریک,0,,26,41,77,731
883,اب باریک,0,,21,75,80,1217
884,اب باریک,0,,21,344,629,1116
885,اب باریک,0,,11,228,642,1179
886,اب باریک,0,,12,125,167,1646
887,اب باریک 1,0,,9,342,682,1569
888,اب باریک بالا,0,,11,63,971,319
889,اب باریک پایین,0,,11,63,971,319
890,اب باریک جنوبی,0,,22,276,822,2536
891,اب باریک سفلی,0,,22,248,817,314
892,اب باریک سفلی,0,,11,114,164,304
893,اب باریک شمالی,0,,22,276,822,2536
894,اب باریک علیا,0,,22,248,817,3
895,اب باریک علیا,0,,11,114,164,304
896,اب باریک کوچک,0,,8,305,739,797
897,اب باریک وسطی,0,,22,248,817,3
898,اب باریکو,0,,21,254,90,782
899,اب باغ,0,,17,133,857,2053
900,اب باغ بناری,0,,23,343,182,1666
901,اب بالا,0,,31,22,223,1182
902,اب بخش,0,,12,30,765,1215
903,اب بخشان,0,,27,14,588,1056
904,اب برده,0,,17,170,432,1760
905,اب برگ,0,,11,318,643,1606
906,اب بلوطبناری,0,,23,343,182,1666
907,اب بلوطک,0,,23,343,692,1121
908,اب بلی زیلایی,0,,23,89,559,2246
909,اب بند,0,,17,28,855,243
910,اب بندان ننوش,0,,27,54,96,1353
911,اب بندان یوسف زاده,0,,27,54,96,1353
912,اب بندی,0,,21,254,90,379
913,اب بندباغ,0,,21,254,122,1420
914,اب بنه,0,,17,2,854,248
915,اب بنه,0,,10,280,266,2062
916,اب بهاره,0,,23,367,938,1669
917,اب بهاره چین,0,,23,89,554,790
918,اب بهاره گل اسپید,0,,23,89,559,2246
919,اب بی بی جان,0,,31,434,294,187
920,اب بیابانی,0,,17,39,209,90
921,اب بید,0,,13,177,393,194
922,اب بید,0,,17,388,866,619
923,اب بید,0,,21,134,623,2559
924,اب بید,0,,23,343,356,1667
925,اب بید دلی ریچ علیا,0,,23,89,559,2246
926,اب بیدبوان,0,,17,388,866,373
927,اب بیددالون,0,,17,388,866,373
928,اب بیدسرانجلی,0,,17,229,859,1991
929,اب بیدسری 2,0,,13,177,393,1587
930,اب بیدک,0,,17,319,873,1721
931,اب بیدک,0,,9,365,1006,2340
932,اب بیدک زیلایی,0,,23,89,559,1324
933,اب بیدک طسوج,0,,23,141,984,730
934,اب بیدمازه کره,0,,23,141,340,1407
935,اب بیدو,0,,21,59,621,1723
936,اب بیدو,0,,21,328,628,291
937,اب بیدهیگون,0,,23,343,692,1121
938,اب پخشان,0,,17,388,866,619
939,اب پده,0,,21,286,154,2116
940,اب پران,0,,24,346,954,2501
941,اب پرده,0,,17,273,860,1001
942,اب پرکریم,0,,31,116,712,2464
943,اب پله کان,0,,4,247,119,479
944,اب پنگوییه,0,,21,218,625,2506
945,اب پوتی گلال,0,,23,89,554,790
946,اب پون,0,,31,434,294,187
947,اب پیازی,0,,23,343,692,1122
948,اب پیش,0,,29,80,135,553
949,اب تختک,0,,23,89,691,1351
950,اب ترش,0,,21,75,622,1117
951,اب ترش,0,,21,68,630,2022
952,اب ترش,0,,10,234,773,2361
953,اب ترویییه /باغنوری علیا/,0,,21,269,259,1118
954,اب تکو,0,,21,218,625,625
955,اب تلخ,0,,17,319,40,1254
956,اب تلخ,0,,11,236,570,2131
957,اب تلخ فیلگاه,0,,23,343,692,1122
958,اب تلخک,0,,9,23,1021,2406
959,اب تلخو,0,,17,133,857,648
960,اب تلخون,0,,17,28,289,976
961,اب تلخوییه,0,,21,68,630,2022
962,اب تلک,0,,9,365,680,2426
963,اب تلی,0,,17,319,40,1254
964,اب توت,0,,17,388,866,672
965,اب توت,0,,21,75,622,845
966,اب توت,0,,23,348,693,2234
967,اب توتره,0,,17,304,862,91
968,اب تی مهتاب,0,,23,343,182,1665
969,اب جارو,0,,17,154,871,1823
970,اب جدک,0,,21,269,627,2429
971,اب جقان,0,,11,419,647,1252
972,اب جیرک,0,,23,348,693,2234
973,اب چاتی اجم,0,,23,343,263,22
974,اب چشمه,0,,6,65,1064,2567
975,اب چک,0,,31,116,712,1127
976,اب چنار,0,,9,149,27,113
977,اب چناران,0,,17,203,353,509
978,اب چناربیدانجیر,0,,23,141,340,511
979,اب چنارسفلی,0,,9,365,1006,269
980,اب چنارعلیا,0,,9,365,1006,269
981,اب چنارو,0,,23,89,691,1054
982,اب چندار,0,,23,343,182,1666
983,اب چندار,0,,23,367,938,1669
984,اب چنداران تل دراز,0,,23,89,554,2223
985,اب چنداران سفلی گلال,0,,23,89,554,790
986,اب چنداران علیاگلال,0,,23,89,554,790
987,اب چندارگوزنان,0,,23,89,554,2223
988,اب چوقان,0,,11,323,504,348
989,اب چی,0,,26,341,931,2026
990,اب چین,0,,27,411,1060,1255
991,اب حسین,0,,17,304,862,621
992,اب حیات,0,,21,211,635,2496
993,اب خوران,0,,16,217,1035,2465
994,اب در,0,,21,269,259,911
995,اب دره,0,,9,342,66,276
996,اب دره,0,,23,367,938,1668
997,اب دره جونک,0,,23,89,691,1054
998,اب دریک,0,,10,293,33,353
999,اب دزدویه,0,,17,304,862,621
1000,اب دشتو,0,,21,328,187,2064
1001,اب دلالی,0,,29,403,350,401
1002,اب دمیل,0,,21,389,633,1838
1003,اب دمیل,0,,29,145,18,2029
1004,اب رحمانی,0,,31,116,1049,394
1005,اب رز,0,,21,344,629,2008
1006,اب رزگه,0,,23,367,1012,1593
1007,اب رزگه مله عیوضی,0,,23,367,1012,2507
1008,اب رش دره صحه,0,,23,89,559,1324
1009,اب رضا,0,,10,280,266,2062
1010,اب رنگینو,0,,17,393,36,1061
1011,اب ریز,0,,31,60,711,2265
1012,اب ریزک گل اسپید,0,,23,89,559,2246
1013,اب ریزهفت چشمه مهتاب,0,,23,343,182,1665
1014,اب ریگو,0,,21,218,625,1380
1015,اب ریگون,0,,23,348,693,192
1016,اب رییس,0,,21,214,637,2097
1017,اب زارچوب,0,,21,75,622,845
1018,اب زالوباباکلان,0,,23,348,693,439
1019,اب زالوسفلی نقاره خانه,0,,23,89,466,1903
1020,اب زالوعلیانقاره خانه,0,,23,89,466,1903
1021,اب زالوکنده,0,,23,367,1012,1593
1022,اب زالووسطی نقاره خانه,0,,23,89,466,1903
1023,اب زردو,0,,31,434,294,187
1024,اب زمینو,0,,29,80,720,251
1025,اب زنگی,0,,17,273,860,1001
1026,اب زهره پیرمار,0,,26,106,933,2409
1027,اب زهلی تارضایی,0,,23,343,182,1665
1028,اب زیرسنگ,0,,31,116,1049,394
1029,اب سپا,0,,23,185,118,474
1030,اب سرد,0,,11,114,164,469
1031,اب سردان تل دراز,0,,23,89,554,2223
1032,اب سردان سفلی جوکار,0,,23,89,559,2246
1033,اب سردان علیاجوکار,0,,23,89,559,2246
1034,اب سردو,0,,21,134,153,1206
1035,اب سرفت,0,,27,14,588,2538
1036,اب سفید,0,,17,388,866,619
1037,اب سفید,0,,17,203,879,1202
1038,اب سفید,0,,9,345,1030,2306
1039,اب سفیدسقاوه,0,,23,89,559,2246
1040,اب سگون,0,,21,211,635,1219
1041,اب سنجد,0,,4,408,899,1651
1042,اب سنجدو,0,,21,59,221,1063
1043,اب سنگ,0,,31,60,711,2014
1044,اب سوراخ,0,,17,304,1025,984
1045,اب سیدی,0,,17,319,40,165
1046,اب شفا,0,,31,116,515,2087
1047,اب شکر,0,,21,389,633,1951
1048,اب شکر,0,,29,403,143,729
1049,اب شور,0,,11,228,383,569
1050,اب شور,0,,11,419,1019,1683
1051,اب شورو,0,,21,218,625,625
1052,اب شوروییه مرغک,0,,21,75,622,1117
1053,اب شیب,0,,16,420,663,2281
1054,اب شیخ,0,,17,133,365,513
1055,اب شیربیکی,0,,31,116,712,1696
1056,اب شیرین,0,,17,133,857,648
1057,اب شیرین,0,,17,304,862,621
1058,اب شیرین,0,,17,291,261,1123
1059,اب شیرین,0,,17,162,877,1505
1060,اب شیرین,0,,16,182,979,2575
1061,اب شیرین,1,6066,23,348,693,192
1062,اب شیرین,0,,29,80,437,2185
1063,اب غاموشیه,0,,21,59,221,910
1064,اب قبله بیدخون,0,,21,75,622,1117
1065,اب قرقر,0,,17,85,997,2297
1066,اب قرقرو,0,,17,170,858,485
1067,اب قلات,0,,17,304,862,621
1068,اب قلمون,0,,29,80,720,251
1069,اب قنات اشکفت دودر,0,,23,141,340,511
1070,اب کاسه,0,,17,133,473,1832
1071,اب کاسه,0,,26,41,267,1152
1072,اب کاسه,0,,23,343,692,1122
1073,اب کاسه تل دراز,0,,23,89,554,2223
1074,اب کبک,0,,17,170,273,2046
1075,اب کبکی,0,,17,319,873,1721
1076,اب کتان,0,,17,133,232,1177
1077,اب کرو,0,,21,199,631,1172
1078,اب کره تل,0,,23,343,356,1165
1079,اب کل تاوه شیشه,0,,23,348,693,2234
1080,اب کل شیشه,0,,23,348,693,2234
1081,اب کلاه,0,,26,41,267,1152
1082,اب کمو,0,,21,75,622,845
1083,اب کنارو,0,,17,361,179,685
1084,اب کنارو,0,,17,319,873,1721
1085,اب کنارو,0,,23,141,984,730
1086,اب کنارو,0,,23,57,101,265
1087,اب کوره,0,,17,321,505,2056
1088,اب کهرو,0,,17,170,273,1193
1089,اب کهن,0,,21,134,319,1338
1090,اب گاون کوچک,0,,23,367,1012,2507
1091,اب گرازی مهتاب,0,,23,343,182,1665
1092,اب گردو,0,,4,247,119,479
1093,اب گردو,0,,31,116,1049,394
1094,اب گردو,0,,31,116,1049,394
1095,اب گرم,0,,17,299,861,2015
